year,log_z,tau_h,tau_x,log_g,log_z_linear,tau_h_linear
1995.25,-5.293465295612432,0.4982245612868982,-0.14522209160637478,-7.174020015353146,-5.293465295612432,0.4931079494801583
1995.5,-5.297121745100865,0.4960250645885461,-0.14221409741266408,-7.148169975452387,-5.297121745100865,0.4896839255382154
1995.75,-5.295616275628359,0.4986581784466987,-0.1460776456440353,-7.160015221030861,-5.295616275628359,0.4929125178585112
1996.0,-5.291994558602704,0.5003376511903612,-0.14663504122673782,-7.18251801412331,-5.291994558602704,0.4956469836075437
1996.25,-5.286015004144977,0.4976668719607893,-0.146035984521788,-7.185453639926299,-5.286015004144977,0.49281811634762457
1996.5,-5.290116389564416,0.4949171056783126,-0.15163413279832447,-7.2111163391422455,-5.290116389564416,0.4904775151383095
1996.75,-5.291794152020183,0.4923972788873784,-0.1474684504036708,-7.187134629887197,-5.291794152020183,0.4870751107940332
1997.0,-5.2965196568595605,0.49073953064292053,-0.15242814385266606,-7.215217536042458,-5.2965196568595605,0.4860712180226451
1997.25,-5.286236385312158,0.49347367718808666,-0.15129845176243145,-7.184766839516828,-5.286236385312158,0.4878711918976537
1997.5,-5.281367727771901,0.492594547424151,-0.15102782478557247,-7.2033385118925795,-5.281367727771901,0.48750363040361144
1997.75,-5.282812587735808,0.49054459999954725,-0.15032367110195552,-7.215880554214312,-5.282812587735808,0.4857632357975758
1998.0,-5.283308229288882,0.4886692803222148,-0.15412959248885605,-7.247757946624824,-5.283308229288882,0.4844165641382308
1998.25,-5.28459791170809,0.4850724271015333,-0.1505100834099367,-7.259695328654235,-5.28459791170809,0.4811214211646743
1998.5,-5.276488494637533,0.4872721955611885,-0.15089842259905092,-7.273996097514305,-5.276488494637533,0.4836261850164248
1998.75,-5.271959177450336,0.4860927937021169,-0.15246566691982738,-7.266425596777759,-5.271959177450336,0.48179462752303237
1999.0,-5.266333605814321,0.4884147824931586,-0.15305610263409564,-7.295862731904497,-5.266333605814321,0.48479644618899564
1999.25,-5.27228800453628,0.4822275493389466,-0.15087893555549,-7.321574052210928,-5.27228800453628,0.4789026477323121
1999.5,-5.266342763317107,0.48199255956783404,-0.14901766691580784,-7.330848104813987,-5.266342763317107,0.47869123566868643
1999.75,-5.2569185326168775,0.4799874587900316,-0.1422765826010974,-7.337160629902413,-5.2569185326168775,0.47673220271864636
2000.0,-5.268300802639757,0.47347145183945305,-0.1439930976603552,-7.400241949390836,-5.268300802639757,0.4707062944266234
2000.25,-5.2532084004331345,0.4764682802202378,-0.1401139078013854,-7.38624671922169,-5.2532084004331345,0.4734070990228412
2000.5,-5.261149963813423,0.47473382735337766,-0.1392501356099546,-7.4210953431308955,-5.261149963813423,0.4723783821160396
2000.75,-5.2594810273351955,0.47690138668162496,-0.13748177289428143,-7.431093089878478,-5.2594810273351955,0.4749760903284484
2001.0,-5.276218779834399,0.4746111639396624,-0.1367320348823993,-7.402182574417773,-5.276218779834399,0.4732246384097128
2001.25,-5.2701801157158545,0.4830417550683507,-0.13803461747412338,-7.3614652225808275,-5.2701801157158545,0.48174094164174064
2001.5,-5.279754061360583,0.487801593693567,-0.14359932808743076,-7.360982244247789,-5.279754061360583,0.4869925208881236
2001.75,-5.278652006335584,0.4933777680403346,-0.1451878389688092,-7.355543245859387,-5.278652006335584,0.4930268872749331
2002.0,-5.267935056233069,0.50154749214885,-0.14766477870682498,-7.350153712456207,-5.267935056233069,0.501779397016204
2002.25,-5.271600437213762,0.49828759637977293,-0.1455550670466884,-7.370012041085062,-5.271600437213762,0.49860231840262004
2002.5,-5.273233760879114,0.5001712963054632,-0.14826529769090827,-7.383328319129409,-5.273233760879114,0.5008418231011923
2002.75,-5.2809040710026665,0.49814002798228274,-0.14758043019911748,-7.409448026134138,-5.2809040710026665,0.4991186985292829
2003.0,-5.276703342215415,0.5004150472940688,-0.14287685982263348,-7.423696990990436,-5.276703342215415,0.5020168659699816
2003.25,-5.267412200063181,0.5068601724490658,-0.14367310360668747,-7.409426167520741,-5.267412200063181,0.509026934930451
2003.5,-5.253907199770817,0.5082980661520237,-0.14059665774859828,-7.413562299303527,-5.253907199770817,0.5105289042794136
2003.75,-5.249160476469558,0.510001171822312,-0.14303105312695863,-7.409419452846824,-5.249160476469558,0.5121619217080166
2004.0,-5.253798389560763,0.507286832286195,-0.14211230051501006,-7.431544319110124,-5.253798389560763,0.50940574188511
2004.25,-5.252086969620849,0.5096544312032669,-0.14855956838563958,-7.469040580114347,-5.252086969620849,0.5119370698462887
2004.5,-5.251508859848258,0.5083144213125439,-0.14840370739222153,-7.488464769540442,-5.251508859848258,0.5103782806305929
2004.75,-5.24766604357109,0.5078610502684369,-0.1471497296523394,-7.522646755247625,-5.24766604357109,0.5097559506157292
2005.0,-5.244935510148612,0.5094118575440274,-0.15031951046161246,-7.5083641578576605,-5.244935510148612,0.5111783471379435
